,satisfaccion,desempeño,numero proyectos,promedio horas mes,tiempo en empresa,accidente laboral,retiro,Ascenso,Departamento,salario
12590,0.38,0.55,2,148,3,0,1,0,mantenimiento,bajo
12591,0.66,0.67,2,255,3,0,1,0,,bajo
12592,0.1,0.8,6,264,4,0,1,0,,bajo
12593,0.37,0.54,2,132,3,0,1,0,,bajo
12594,0.1,0.77,6,255,4,0,1,0,gerencia y admon,bajo
12595,0.09,0.87,5,263,4,0,1,0,sistemas,bajo
12596,0.86,0.84,5,222,5,0,1,0,sistemas,bajo
12597,0.11,0.9,6,263,4,0,1,0,sistemas,bajo
12598,0.37,0.46,2,157,3,0,1,0,sistemas,bajo
12599,0.11,0.92,7,307,4,0,1,0,sistemas,bajo
12600,0.77,0.98,5,259,6,0,1,0,calidad,bajo
12601,0.84,0.94,5,222,6,0,1,0,calidad,bajo
12602,0.1,0.84,7,250,4,0,1,0,calidad,bajo
12603,0.83,0.9,5,245,5,0,1,0,calidad,bajo
12604,0.11,0.79,6,292,4,0,1,0,sistemas,bajo
12605,0.86,0.92,5,252,5,0,1,0,i+d,bajo
12606,0.38,0.56,2,161,3,0,1,0,i+d,medio
12607,0.11,0.88,5,250,4,0,1,0,i+d,medio
12608,0.45,0.49,2,134,3,0,1,0,i+d,medio
12609,0.1,0.85,7,279,4,0,1,0,i+d,medio
12610,0.09,0.95,7,256,4,0,1,0,publicidad,medio
12611,0.39,0.53,2,127,3,0,1,0,ventas,medio
12612,0.37,0.47,2,138,3,1,1,0,finanzas,medio
12613,0.81,0.97,5,243,5,0,1,0,mantenimiento,medio
12614,0.09,0.9,7,296,4,0,1,0,,medio
12615,0.1,0.88,7,267,4,0,1,0,gerencia y admon,medio
12616,0.39,0.49,2,144,3,0,1,0,publicidad,medio
12617,0.83,0.95,4,251,5,0,1,0,publicidad,medio
12618,0.45,0.57,2,148,3,0,1,0,publicidad,alto
12619,0.43,0.51,2,141,3,0,1,0,ventas,bajo
12620,0.8,0.75,3,268,2,0,1,0,ventas,medio
12621,0.1,0.86,6,247,4,0,1,0,ventas,medio
12622,0.1,0.55,2,247,4,0,1,0,ventas,medio
12623,0.36,0.52,2,146,3,0,1,0,ventas,medio
12624,0.38,0.5,2,140,3,0,1,0,ventas,bajo
12625,0.78,0.98,5,263,6,0,1,0,ventas,bajo
12626,0.44,0.49,2,145,3,0,1,0,ventas,bajo
12627,0.41,0.46,2,156,3,1,1,0,ventas,bajo
12628,0.72,0.85,5,244,6,0,1,0,ventas,bajo
12629,0.46,0.54,2,144,3,0,1,0,ventas,bajo
12630,0.1,0.9,7,286,4,0,1,0,ventas,bajo
12631,0.34,0.67,4,141,2,0,1,0,ventas,bajo
12632,0.11,0.89,6,260,5,0,1,0,ventas,bajo
12633,0.38,0.56,2,154,3,0,1,0,ventas,bajo
12634,0.82,0.92,5,225,5,0,1,0,ventas,bajo
12635,0.39,0.57,2,127,3,0,1,0,ventas,bajo
12636,0.44,0.53,2,140,3,0,1,0,ventas,bajo
12637,0.43,0.52,2,147,3,0,1,0,ventas,bajo
12638,0.84,0.83,4,227,5,0,1,0,finanzas,bajo
12639,0.43,0.48,2,153,3,0,1,0,finanzas,bajo
12640,0.37,0.52,2,128,3,0,1,0,finanzas,bajo
12641,0.74,0.97,4,228,5,0,1,0,rr.hh.,bajo
12642,0.73,0.97,5,235,5,0,1,0,rr.hh.,bajo
12643,0.37,0.47,2,148,3,0,1,0,rr.hh.,bajo
12644,0.58,0.62,4,238,3,0,1,0,rr.hh.,bajo
12645,0.4,0.54,2,141,3,0,1,0,,medio
12646,0.51,0.83,5,249,4,0,1,0,,medio
12647,0.46,0.5,2,151,3,0,1,0,,medio
12648,0.45,0.54,2,129,3,0,1,0,,medio
12649,0.46,0.5,2,156,3,0,1,0,,medio
12650,0.39,0.45,2,134,3,0,1,0,,medio
12651,0.09,0.88,6,269,4,0,1,0,,medio
12652,0.09,0.77,6,290,4,0,1,0,,medio
12653,0.37,0.51,2,132,3,0,1,0,,medio
12654,0.1,0.89,7,308,4,0,1,0,,medio
12655,0.77,1.0,4,232,5,0,1,0,,medio
12656,0.79,0.86,5,235,5,0,1,0,mantenimiento,medio
12657,0.43,0.55,2,130,3,0,1,0,mantenimiento,alto
12658,0.38,0.53,2,146,3,0,1,0,mantenimiento,bajo
12659,0.77,0.91,5,221,6,0,1,0,mantenimiento,medio
12660,0.44,0.5,2,130,3,0,1,0,mantenimiento,medio
12661,0.39,0.46,2,136,3,0,1,0,mantenimiento,medio
12662,0.78,0.89,5,274,6,0,1,0,mantenimiento,medio
12663,0.1,0.79,6,256,5,0,1,0,mantenimiento,bajo
12664,0.1,0.77,5,276,4,0,1,0,mantenimiento,bajo
12665,0.75,0.85,5,267,5,0,1,0,mantenimiento,bajo
12666,0.46,0.62,6,213,3,0,1,0,mantenimiento,bajo
12667,0.91,0.97,4,274,6,0,1,0,,bajo
12668,0.1,0.92,6,258,4,0,1,0,,bajo
12669,0.72,0.6,3,153,5,0,1,0,,bajo
12670,0.11,0.95,6,245,4,0,1,0,gerencia y admon,bajo
12671,0.11,0.94,6,264,4,0,1,0,sistemas,bajo
12672,0.46,0.57,2,154,3,0,1,0,sistemas,bajo
12673,0.37,0.46,2,149,3,0,1,0,sistemas,bajo
12674,0.46,0.5,2,157,3,0,1,0,sistemas,bajo
12675,0.43,0.57,2,127,3,0,1,0,sistemas,bajo
12676,0.11,0.82,6,270,4,0,1,0,calidad,bajo
12677,0.73,0.89,5,236,6,0,1,0,calidad,bajo
12678,0.43,0.47,2,158,3,0,1,0,calidad,bajo
12679,0.86,1.0,5,229,5,0,1,0,calidad,bajo
12680,0.1,0.83,6,269,4,0,1,0,sistemas,bajo
12681,0.4,0.49,2,128,3,0,1,0,ventas,bajo
12682,0.11,0.87,7,278,4,0,1,0,ventas,bajo
12683,0.86,0.98,3,158,5,0,1,0,ventas,bajo
12684,0.42,1.0,3,202,3,0,1,0,ventas,medio
12685,0.79,0.84,4,240,5,0,1,0,ventas,medio
12686,0.1,0.96,7,255,4,0,1,0,publicidad,medio
12687,0.09,0.92,7,254,4,0,1,0,ventas,medio
12688,0.09,0.82,6,257,4,0,1,0,finanzas,medio
12689,0.87,1.0,4,228,5,0,1,0,mantenimiento,medio
12690,0.36,0.49,2,145,3,0,1,0,,medio
12691,0.42,0.75,3,218,4,0,1,0,gerencia y admon,medio
12692,0.84,0.86,5,268,5,0,1,0,publicidad,medio
12693,0.1,0.83,6,278,4,0,1,0,publicidad,medio
12694,0.78,0.71,3,249,5,0,1,0,publicidad,medio
12695,0.35,0.99,3,236,4,0,1,0,ventas,medio
12696,0.1,0.81,7,291,4,0,1,0,ventas,alto
12697,0.11,0.8,6,306,4,0,1,0,ventas,bajo
12698,0.43,0.48,2,135,3,0,1,0,ventas,medio
12699,0.38,0.45,2,156,3,0,1,0,ventas,medio
12700,0.46,0.54,2,143,3,0,1,0,ventas,medio
12701,0.89,0.82,4,243,5,0,1,0,ventas,medio
12702,0.45,0.5,2,147,3,0,1,0,ventas,bajo
12703,0.44,0.53,2,159,3,0,1,0,ventas,bajo
12704,0.74,0.54,5,216,3,0,1,0,ventas,bajo
12705,0.45,0.54,2,152,3,0,1,0,ventas,bajo
12706,0.79,0.93,4,226,5,0,1,0,ventas,bajo
12707,0.79,0.91,5,271,5,0,1,0,ventas,bajo
12708,0.11,0.87,6,255,4,0,1,0,ventas,bajo
12709,0.42,0.48,2,140,3,0,1,0,ventas,bajo
12710,0.64,0.9,6,252,2,0,1,0,ventas,bajo
12711,0.4,0.55,2,159,3,0,1,0,ventas,bajo
12712,0.84,0.98,5,270,5,0,1,0,ventas,bajo
12713,0.73,0.92,5,232,5,0,1,0,ventas,bajo
12714,0.4,0.51,2,144,3,0,1,0,finanzas,bajo
12715,0.36,0.45,2,127,3,0,1,0,finanzas,bajo
12716,0.43,0.47,2,131,3,0,1,0,finanzas,bajo
12717,0.11,0.78,6,243,4,0,1,0,rr.hh.,bajo
12718,0.91,1.0,5,244,6,0,1,0,rr.hh.,bajo
12719,0.8,1.0,5,260,5,0,1,0,rr.hh.,bajo
12720,0.42,0.49,2,139,3,0,1,0,rr.hh.,bajo
12721,0.31,0.87,4,184,3,0,1,0,,bajo
12722,0.44,0.47,2,130,3,0,1,0,,bajo
12723,0.38,0.54,2,135,3,0,1,0,,medio
12724,0.45,0.56,2,146,3,0,1,0,,medio
12725,0.43,0.46,2,149,3,0,1,0,,medio
12726,0.45,0.46,2,153,3,1,1,0,,medio
12727,0.43,0.57,2,160,3,0,1,0,,medio
12728,0.43,0.49,2,160,3,0,1,0,,medio
12729,0.09,0.83,6,282,4,0,1,0,,medio
12730,0.43,0.47,2,128,3,0,1,0,,medio
12731,0.79,0.94,4,232,5,0,1,0,,medio
12732,0.85,0.58,3,226,2,0,1,0,mantenimiento,medio
12733,0.38,0.45,2,129,3,0,1,0,mantenimiento,medio
12734,0.11,0.92,7,255,4,0,1,0,mantenimiento,medio
12735,0.83,0.99,5,258,5,0,1,0,mantenimiento,alto
12736,0.81,0.91,4,229,5,0,1,0,mantenimiento,bajo
12737,0.42,0.56,2,143,3,0,1,0,mantenimiento,medio
12738,0.11,0.87,6,257,4,0,1,0,mantenimiento,medio
12739,0.11,0.85,7,275,4,0,1,0,mantenimiento,medio
12740,0.1,0.89,7,291,4,0,1,0,mantenimiento,medio
12741,0.5,0.54,5,153,4,0,1,0,mantenimiento,bajo
12742,0.44,0.49,2,154,3,0,1,0,mantenimiento,bajo
12743,0.11,0.9,6,301,4,0,1,0,,bajo
12744,0.39,0.52,2,134,3,0,1,0,,bajo
12745,0.11,0.78,6,245,4,0,1,0,,bajo
12746,0.36,0.5,2,132,3,0,1,0,gerencia y admon,bajo
12747,0.43,0.51,2,130,3,0,1,0,sistemas,bajo
12748,0.4,0.5,2,127,3,0,1,0,sistemas,bajo
12749,0.86,0.84,4,246,6,0,1,0,sistemas,bajo
12750,0.38,0.49,2,145,3,0,1,0,sistemas,bajo
12751,0.46,0.45,2,138,3,0,1,1,sistemas,bajo
12752,0.37,0.57,2,129,3,0,1,0,calidad,bajo
12753,0.43,0.52,2,150,3,0,1,0,calidad,bajo
12754,0.66,0.93,5,253,5,0,1,0,calidad,bajo
12755,0.37,0.48,2,160,3,0,1,0,calidad,bajo
12756,0.77,0.92,5,235,5,0,1,0,sistemas,bajo
12757,0.38,0.55,2,151,3,0,1,0,ventas,bajo
12758,0.39,0.54,2,127,3,0,1,0,ventas,bajo
12759,0.41,0.55,2,151,3,0,1,0,ventas,bajo
12760,0.1,0.9,7,290,4,0,1,0,ventas,bajo
12761,0.09,0.93,6,249,4,0,1,0,ventas,bajo
12762,0.41,0.47,2,131,3,0,1,0,publicidad,medio
12763,0.39,0.46,2,159,3,0,1,0,ventas,medio
12764,0.83,0.99,4,223,5,0,1,0,finanzas,medio
12765,0.09,0.87,3,214,2,0,1,0,mantenimiento,medio
12766,0.75,0.81,5,227,5,0,1,0,,medio
12767,0.44,0.54,2,127,3,0,1,0,gerencia y admon,medio
12768,0.1,0.84,6,293,5,0,1,0,publicidad,medio
12769,0.42,0.46,2,141,3,0,1,0,publicidad,medio
12770,0.1,0.83,6,300,4,0,1,0,publicidad,medio
12771,0.1,0.86,6,309,4,0,1,0,ventas,medio
12772,0.31,0.77,4,149,3,0,1,0,ventas,medio
12773,0.42,0.54,2,159,3,0,1,0,ventas,medio
12774,0.38,0.5,2,152,3,0,1,0,ventas,alto
12775,0.39,0.57,2,158,3,0,1,0,ventas,bajo
12776,0.1,0.97,6,254,5,0,1,0,ventas,medio
12777,0.11,0.93,6,294,4,0,1,0,ventas,medio
12778,0.1,0.92,7,269,4,0,1,0,ventas,medio
12779,0.11,0.9,7,247,4,0,1,0,ventas,medio
12780,0.44,0.65,3,271,4,0,1,0,ventas,bajo
12781,0.91,0.96,4,232,5,0,1,0,ventas,bajo
12782,0.72,1.0,4,245,5,0,1,0,ventas,bajo
12783,0.66,0.66,3,225,3,0,0,0,,bajo
12784,0.2,0.69,6,236,4,0,0,0,,bajo
12785,0.97,0.78,3,268,3,1,0,0,,bajo
12786,0.59,0.73,2,230,3,0,0,0,,bajo
12787,0.88,0.6,4,162,2,0,0,0,,bajo
12788,0.16,0.73,4,197,2,0,0,0,,bajo
12789,0.61,0.96,3,247,3,0,0,0,mantenimiento,bajo
12790,0.52,0.79,4,234,3,0,0,0,mantenimiento,bajo
12791,0.82,0.49,4,276,4,0,0,0,mantenimiento,bajo
12792,0.75,0.94,5,217,2,0,0,0,mantenimiento,medio
12793,0.62,0.5,4,156,2,0,0,0,mantenimiento,medio
12794,0.91,0.88,3,189,2,0,0,0,mantenimiento,medio
12795,0.61,0.98,2,238,4,0,0,0,mantenimiento,medio
12796,0.79,0.77,3,201,6,1,0,0,mantenimiento,medio
12797,0.9,0.93,4,263,3,1,0,0,mantenimiento,medio
12798,0.75,0.83,3,146,3,0,0,0,mantenimiento,medio
12799,0.81,0.64,4,213,3,0,0,0,mantenimiento,medio
12800,0.59,0.88,3,159,2,0,0,0,,medio
12801,0.56,0.83,3,236,3,1,0,0,,medio
12802,0.98,0.79,5,257,4,0,0,0,,medio
12803,0.59,0.72,4,168,4,0,0,0,gerencia y admon,medio
12804,0.61,0.67,4,151,3,0,0,0,sistemas,alto
12805,0.78,0.7,4,139,3,0,0,0,sistemas,bajo
12806,0.55,0.93,5,196,3,0,0,0,sistemas,medio
12807,0.2,0.97,4,237,5,0,0,0,sistemas,medio
12808,0.79,0.44,2,236,3,0,0,0,sistemas,medio
12809,0.52,0.98,4,265,3,0,0,0,calidad,medio
12810,0.97,0.52,4,207,3,0,0,0,calidad,bajo
12811,0.63,0.94,4,219,3,0,0,0,calidad,bajo
12812,0.85,0.99,3,208,2,0,0,0,calidad,bajo
12813,0.59,0.74,3,240,3,0,0,0,sistemas,bajo
12814,0.64,0.6,3,135,3,0,0,0,i+d,bajo
12815,0.8,0.67,3,236,3,1,0,0,i+d,bajo
12816,0.61,0.75,3,140,3,0,0,0,i+d,bajo
12817,0.87,0.61,3,162,2,0,0,0,i+d,bajo
12818,0.75,0.59,3,117,3,1,0,0,i+d,medio
12819,0.96,0.51,4,225,3,0,0,0,publicidad,medio
12820,0.75,0.92,3,211,3,0,0,0,ventas,medio
12821,0.19,0.58,4,173,5,0,0,0,finanzas,medio
12822,0.52,0.97,4,170,3,0,0,0,mantenimiento,medio
12823,0.6,0.6,3,242,3,0,0,0,,medio
12824,0.9,0.81,4,175,3,0,0,0,gerencia y admon,medio
12825,0.89,0.92,3,195,2,0,0,0,publicidad,medio
12826,0.54,0.93,4,184,2,1,0,0,publicidad,medio
12827,0.99,0.55,3,170,3,0,0,0,publicidad,medio
12828,0.66,0.56,4,185,3,0,0,0,ventas,medio
12829,0.92,0.64,4,259,2,0,0,0,ventas,medio
12830,0.19,0.72,4,102,3,0,0,0,ventas,medio
12831,0.39,0.37,5,156,4,0,0,0,ventas,medio
12832,0.41,0.68,3,191,4,0,0,0,ventas,medio
12833,0.6,0.49,3,239,2,0,0,0,ventas,medio
12834,0.95,0.54,4,235,4,0,0,0,ventas,medio
12835,0.51,0.87,2,130,4,0,0,0,ventas,medio
12836,0.54,0.74,2,166,3,0,0,0,ventas,medio
12837,0.16,0.54,5,206,5,0,0,0,ventas,medio
12838,0.98,0.77,3,191,2,0,0,0,ventas,medio
12839,0.65,0.75,3,214,3,0,0,0,ventas,medio
12840,0.38,0.5,3,196,3,0,0,0,ventas,medio
12841,0.95,0.71,4,151,4,0,0,0,ventas,medio
12842,0.6,0.62,5,165,2,0,0,0,ventas,medio
12843,0.78,0.91,3,177,2,0,0,0,ventas,alto
12844,0.19,0.63,6,241,6,0,0,0,ventas,alto
12845,0.56,0.99,4,230,3,0,0,0,ventas,alto
12846,0.21,0.71,4,270,2,0,0,0,ventas,alto
12847,0.83,0.71,3,234,4,0,0,0,finanzas,alto
12848,0.5,0.64,3,257,2,1,0,0,finanzas,alto
12849,0.74,0.87,5,264,3,0,0,0,finanzas,alto
12850,0.75,0.83,4,133,4,0,0,0,rr.hh.,alto
12851,0.85,0.66,4,155,4,0,0,0,rr.hh.,alto
12852,0.93,0.59,3,202,2,0,0,0,rr.hh.,alto
12853,0.76,0.7,3,136,2,0,0,0,rr.hh.,alto
12854,0.91,0.78,3,269,3,1,0,0,,alto
12855,0.22,0.54,6,169,4,0,0,0,,bajo
12856,0.78,0.52,5,192,3,1,0,0,,bajo
12857,0.53,0.8,4,241,3,1,0,0,,bajo
12858,0.58,0.69,4,165,3,0,0,0,,bajo
12859,0.99,0.81,3,183,2,0,0,0,,bajo
12860,0.62,0.64,4,163,3,0,0,0,,bajo
12861,0.59,0.69,3,162,3,0,0,0,,bajo
12862,0.13,0.76,5,219,4,0,0,0,,bajo
12863,0.19,0.63,4,278,6,0,0,0,,bajo
12864,0.94,0.99,2,273,4,0,0,0,,bajo
12865,0.53,0.96,4,272,2,0,0,0,mantenimiento,bajo
12866,0.96,0.85,5,168,2,0,0,0,mantenimiento,bajo
12867,0.62,0.87,4,221,3,1,0,0,mantenimiento,bajo
12868,0.81,0.86,4,213,3,0,0,0,mantenimiento,bajo
12869,0.63,0.78,4,275,3,0,0,0,mantenimiento,bajo
12870,0.92,0.68,5,177,4,0,0,0,mantenimiento,medio
12871,0.83,0.74,4,249,2,0,0,0,mantenimiento,medio
12872,0.49,0.37,5,246,3,0,0,0,mantenimiento,medio
12873,0.8,0.66,4,223,3,0,0,0,mantenimiento,medio
12874,0.54,0.76,4,244,2,0,0,0,mantenimiento,medio
12875,0.37,0.72,3,169,2,1,0,0,mantenimiento,medio
12876,0.93,0.56,5,140,3,0,0,0,,medio
12877,0.88,0.99,5,253,2,0,0,0,,medio
12878,0.79,0.87,3,194,2,0,0,0,,medio
12879,0.65,0.88,4,173,3,0,0,0,gerencia y admon,medio
12880,0.72,0.7,4,172,3,0,0,0,sistemas,medio
12881,0.58,0.49,3,167,3,0,0,0,sistemas,medio
12882,0.37,0.51,2,153,3,0,0,0,sistemas,alto
12883,0.87,0.97,4,243,3,0,0,0,sistemas,alto
12884,0.63,0.72,6,163,4,0,0,0,sistemas,alto
12885,0.72,0.79,3,221,3,0,0,0,calidad,alto
12886,0.36,0.55,3,191,3,0,0,0,calidad,alto
12887,0.96,0.7,4,272,3,0,0,0,calidad,alto
12888,0.52,0.37,2,118,2,0,0,0,calidad,alto
12889,0.16,0.83,5,173,4,0,0,0,sistemas,alto
12890,0.63,0.55,4,200,3,1,0,0,i+d,bajo
12891,0.92,0.76,5,132,3,1,0,0,i+d,bajo
12892,0.82,0.49,4,180,2,0,0,0,i+d,bajo
12893,0.18,0.54,4,145,5,0,0,0,i+d,bajo
12894,0.73,0.48,4,139,2,0,0,0,i+d,bajo
12895,0.44,0.61,5,230,6,0,0,0,publicidad,bajo
12896,0.73,0.62,4,247,4,0,0,0,ventas,bajo
12897,0.62,0.95,4,140,2,0,0,0,finanzas,bajo
12898,0.94,0.8,4,266,3,1,0,0,mantenimiento,medio
12899,0.76,0.74,4,261,3,0,0,0,,medio
12900,0.89,0.49,4,275,3,0,0,0,gerencia y admon,medio
12901,0.9,0.88,5,254,2,0,0,0,publicidad,medio
12902,1.0,0.93,5,231,2,0,0,0,publicidad,medio
12903,0.71,0.9,3,138,3,0,0,0,publicidad,medio
12904,0.73,0.97,4,163,3,0,0,0,ventas,medio
12905,0.97,0.9,5,262,3,0,0,0,ventas,medio
12906,0.6,0.59,4,201,3,0,0,0,ventas,medio
12907,0.82,0.67,3,229,3,0,0,0,ventas,medio
12908,0.95,0.48,4,228,2,0,0,0,ventas,medio
12909,0.88,0.65,5,228,3,0,0,0,ventas,medio
12910,0.79,0.49,3,273,3,0,0,0,ventas,medio
12911,0.52,0.96,4,171,2,0,0,0,ventas,medio
12912,0.22,0.61,3,148,5,0,0,0,ventas,medio
12913,0.59,0.96,5,211,3,0,0,0,ventas,medio
12914,0.84,0.64,2,211,3,0,0,0,ventas,medio
12915,0.54,0.41,3,175,3,0,0,0,ventas,medio
12916,1.0,0.86,4,245,4,0,0,0,ventas,medio
12917,0.93,0.59,3,273,2,1,0,0,ventas,medio
12918,0.96,0.55,3,225,4,1,0,0,ventas,medio
12919,0.56,0.41,5,152,3,0,0,0,ventas,medio
12920,0.49,0.66,5,194,3,0,0,0,ventas,medio
12921,0.89,0.51,4,185,3,1,0,0,ventas,alto
12922,0.57,0.91,3,193,2,0,0,0,ventas,bajo
12923,0.96,0.64,3,166,2,0,0,0,finanzas,medio
12924,0.65,0.89,5,223,3,1,0,0,finanzas,medio
12925,0.14,0.66,5,281,4,1,0,0,finanzas,medio
12926,0.64,0.49,3,241,3,0,0,0,rr.hh.,medio
12927,0.98,0.91,3,165,2,1,0,0,rr.hh.,medio
12928,0.71,0.59,4,143,2,0,0,0,rr.hh.,medio
12929,0.96,0.49,5,137,3,0,0,0,rr.hh.,medio
12930,0.9,0.57,4,185,3,1,0,0,,medio
12931,0.52,0.96,3,271,3,1,0,0,,medio
12932,0.78,0.98,4,207,2,1,0,0,,medio
12933,0.62,0.69,4,184,3,0,0,0,,bajo
12934,0.6,0.8,4,253,2,0,0,0,,bajo
12935,0.82,0.62,3,152,6,0,0,0,,bajo
12936,0.52,0.55,3,225,2,0,0,0,,bajo
12937,0.13,0.84,5,189,5,0,0,0,,bajo
12938,0.97,0.93,3,153,2,0,0,0,,bajo
12939,0.63,0.9,4,245,3,0,0,0,,bajo
12940,0.68,0.78,5,233,3,0,0,0,,alto
12941,0.74,0.83,4,210,3,0,0,0,mantenimiento,bajo
12942,0.89,0.57,4,176,4,0,0,0,mantenimiento,alto
12943,0.28,0.95,5,191,3,0,0,0,mantenimiento,alto
12944,0.61,0.9,3,224,3,0,0,0,mantenimiento,bajo
12945,0.67,0.49,3,185,3,0,0,0,mantenimiento,bajo
12946,0.86,0.64,3,245,4,0,0,0,mantenimiento,alto
12947,0.87,0.93,3,173,2,0,0,0,mantenimiento,bajo
12948,0.7,0.95,4,231,3,0,0,0,mantenimiento,medio
12949,0.68,0.84,3,270,3,0,0,0,mantenimiento,alto
12950,0.69,0.75,5,196,3,0,0,0,mantenimiento,medio
12951,0.97,0.83,3,238,2,0,0,0,mantenimiento,medio
12952,0.62,0.89,4,261,2,0,0,0,,medio
12953,0.55,0.87,3,201,2,0,0,0,,medio
12954,0.61,0.73,3,252,3,0,0,0,,alto
12955,0.15,0.81,3,191,5,0,0,0,gerencia y admon,medio
12956,0.84,0.86,3,199,3,0,0,0,sistemas,medio
12957,0.87,0.64,5,234,2,1,0,0,sistemas,medio
12958,0.93,0.86,4,192,4,0,0,0,sistemas,alto
12959,0.14,0.73,6,237,5,0,0,0,sistemas,medio
12960,0.96,0.7,3,207,3,0,0,0,sistemas,alto
12961,0.41,0.63,2,145,2,0,0,0,calidad,bajo
12962,0.84,0.96,6,155,5,0,0,0,calidad,medio
12963,0.94,0.69,5,145,2,0,0,0,calidad,medio
12964,0.6,0.86,6,247,6,0,0,0,calidad,medio
12965,0.7,0.73,4,182,3,0,0,0,sistemas,medio
12966,0.29,0.91,4,183,4,0,0,0,i+d,bajo
12967,0.31,0.51,2,146,3,0,0,0,i+d,bajo
12968,0.73,0.99,3,241,3,0,0,0,i+d,bajo
12969,0.51,0.52,5,261,3,1,0,0,i+d,bajo
12970,0.58,0.77,4,140,3,0,0,0,i+d,bajo
12971,0.59,0.97,3,257,3,0,0,0,publicidad,bajo
12972,0.95,0.9,3,186,2,0,0,0,publicidad,bajo
12973,0.84,0.93,3,159,3,0,0,0,ventas,bajo
12974,0.28,0.37,3,164,4,1,0,0,finanzas,bajo
12975,0.94,0.52,4,217,6,1,0,0,mantenimiento,bajo
12976,0.49,0.59,4,137,4,0,0,0,,alto
12977,0.72,0.5,4,164,2,1,0,0,gerencia y admon,bajo
12978,0.19,0.85,5,249,3,0,0,0,publicidad,bajo
12979,0.83,0.95,3,264,2,0,0,0,publicidad,bajo
12980,0.79,0.92,4,208,2,1,0,0,publicidad,bajo
12981,0.72,0.61,3,175,3,0,0,0,ventas,alto
12982,0.97,0.74,4,209,2,0,0,0,ventas,bajo
12983,0.92,0.83,4,268,4,0,0,0,ventas,bajo
12984,0.95,0.53,3,264,3,0,0,0,ventas,bajo
12985,0.76,0.64,4,234,2,0,0,0,ventas,alto
12986,0.24,0.62,5,199,4,0,0,0,ventas,bajo
12987,0.89,0.99,4,205,2,0,0,1,ventas,medio
12988,0.69,0.63,5,140,4,0,0,1,ventas,alto
12989,0.92,0.98,3,257,3,0,0,1,ventas,medio
12990,0.79,0.61,4,227,2,0,0,1,ventas,alto
12991,0.87,0.94,4,189,3,0,0,1,ventas,medio
12992,0.89,0.88,5,241,2,1,0,0,ventas,medio
12993,0.75,0.77,5,199,4,0,0,0,ventas,medio
12994,0.78,0.6,4,206,3,0,0,0,ventas,medio
12995,0.13,0.62,5,268,3,0,0,0,ventas,medio
12996,0.94,0.86,3,221,3,1,0,0,ventas,medio
12997,0.94,0.88,4,262,2,0,0,0,ventas,medio
12998,0.67,0.6,5,253,6,0,0,0,ventas,medio
12999,0.6,0.73,5,241,3,0,0,0,ventas,alto
13000,0.62,0.94,4,252,4,0,0,0,finanzas,bajo
13001,0.38,0.52,2,171,3,0,0,0,finanzas,medio
13002,0.8,0.77,4,194,3,0,0,0,finanzas,medio
13003,0.61,0.42,3,104,2,0,0,0,rr.hh.,medio
13004,0.61,0.56,4,176,3,0,0,0,rr.hh.,medio
13005,0.66,0.8,4,192,3,0,0,0,rr.hh.,medio
13006,0.56,0.74,3,154,2,0,0,0,rr.hh.,medio
13007,1.0,0.55,4,186,4,1,0,0,,medio
13008,0.73,0.86,3,200,4,0,0,0,,medio
13009,0.6,0.66,4,132,4,0,0,0,,medio
13010,0.78,0.59,5,236,3,0,0,0,,alto
13011,0.48,0.53,3,211,4,0,0,0,,bajo
13012,0.9,0.77,4,273,2,0,0,0,,bajo
13013,0.16,0.76,4,223,4,0,0,0,,bajo
13014,0.5,0.75,3,204,2,0,0,0,,alto
13015,0.66,0.65,3,196,3,1,0,0,,bajo
13016,0.44,0.37,2,219,2,0,0,0,,bajo
13017,0.95,0.67,4,261,3,0,0,0,,bajo
13018,0.9,0.65,3,254,2,0,0,0,mantenimiento,alto
13019,0.27,0.48,4,185,2,0,0,0,mantenimiento,bajo
13020,0.51,0.74,6,98,3,0,0,0,mantenimiento,bajo
13021,0.68,0.76,3,260,4,0,0,0,mantenimiento,bajo
13022,0.97,0.93,5,137,2,1,0,0,mantenimiento,bajo
13023,0.91,0.75,4,159,3,1,0,0,mantenimiento,bajo
13024,0.76,0.88,5,265,4,0,0,0,mantenimiento,bajo
13025,0.88,0.61,4,177,4,1,0,0,mantenimiento,bajo
13026,0.83,0.73,4,247,2,0,0,0,mantenimiento,medio
13027,0.78,0.54,3,161,3,0,0,0,mantenimiento,medio
13028,0.52,0.38,2,103,3,0,0,0,mantenimiento,medio
13029,0.63,0.49,4,151,3,0,0,0,,medio
13030,0.9,0.74,3,193,3,0,0,0,,medio
13031,0.48,0.58,3,194,3,0,0,0,,medio
13032,0.7,0.6,5,208,3,0,0,0,gerencia y admon,medio
13033,0.68,0.66,4,229,3,0,0,0,sistemas,medio
13034,0.7,0.87,3,166,2,0,0,0,sistemas,medio
13035,0.77,0.5,3,141,3,0,0,0,sistemas,medio
13036,0.73,0.93,3,249,2,0,0,0,sistemas,medio
13037,0.87,0.48,4,264,3,0,0,0,sistemas,medio
13038,0.65,0.98,3,252,2,0,0,0,calidad,alto
13039,0.62,0.7,2,134,3,0,0,0,calidad,bajo
13040,0.53,0.51,3,274,2,1,0,0,calidad,medio
13041,0.59,0.39,5,200,4,0,0,0,calidad,medio
